Account Number,Explanation,Label,Gl Account String,Document Number,Document Type,Invoice_,Doc Number,Total,Invoice,address book name,business unit number,Fund,Jl Effective Date,GL Date,Credit,Debit,Sub Acct Ty Cd,Sub Acct Type,Sub Account,Batch Type,Batch Num,Batch Date,Line Number,Address Book #,Calculation 2,Vendor,Invoice Number,Invoice Date,Payment Date,Business Unit,Object Account,Object Account Descr,Je Category Name,Receipt Num,Business Unit Title (from Business Unit),Calculation,Created,JE Category Name_,last updated by
Invoice: $148.8 (20250430) RJ Young Company LLC,INV7429310 - 2/28/25 THU 3/27/25,53902028.502701.0.R.R240490.30216.053.0.0.0,53902028.502701.0.R.R240490.30216.053.0.0.0,11724995,Invoice,INV7429310,11724995,$148.80,INV7429310,RJ Young Company LLC,53902028,30216,4/30/2025,4/30/2025,$0.00,$148.80,R,4% Resolution,R240490,Invoice Batch,KOFAX-30APR2025130450,4/30/2025,1,4777,"""RJ Young Company LLC""",RJ Young Company LLC,INV7429310,3/26/2025,5/7/2025,53902028,Printing/Binding,Printing/Binding,Purchase Invoices,,,"""RJ Young Company LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $7000 (20250331) HILLSIDE CROSSING LLC,INV#INV000073 OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11692149,Invoice,INV000073,11692149,$7000.00,INV000073,HILLSIDE CROSSING LLC,53902028,30216,3/31/2025,3/31/2025,$0.00,$7000.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-31MAR2025170313,3/31/2025,1,1021245,"""HILLSIDE CROSSING LLC""",HILLSIDE CROSSING LLC,INV000073,3/31/2025,4/8/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""HILLSIDE CROSSING LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $1400 (20250320) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11682847,Invoice,EG412025,11682847,$1400.00,EG412025,THE AVE NASHVILLE LLC,53902028,30216,3/20/2025,3/20/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-20MAR2025100356,3/20/2025,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,EG412025,4/1/2025,4/4/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $93047.8 (20250410) Depaul USA,OHS 5/28/24-9/27/24,53902028.502229.0.R.R240490.30216.053.0.0.0,53902028.502229.0.R.R240490.30216.053.0.0.0,11705399,Invoice,12,11705399,$93047.80,12,Depaul USA,53902028,30216,4/10/2025,4/10/2025,$0.00,$93047.80,R,4% Resolution,R240490,Invoice Batch,KOFAX-11APR2025110452,4/11/2025,1,1020406,"""Depaul USA""",Depaul USA,12,4/9/2025,4/16/2025,53902028,Management Consultant,Management Consultant,Purchase Invoices,,,"""Depaul USA""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $90937.5 (20250423) COMMUNITY CARE FELLOWSHIP,OHS 3/1/25-3/31/25,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11716824,Invoice,4A,11716824,$90937.50,4A,COMMUNITY CARE FELLOWSHIP,53902028,30216,4/23/2025,4/23/2025,$0.00,$90937.50,R,4% Resolution,R240490,Invoice Batch,KOFAX-23APR2025090436,4/23/2025,1,1007670,"""COMMUNITY CARE FELLOWSHIP""",COMMUNITY CARE FELLOWSHIP,4A,4/11/2025,4/28/2025,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""COMMUNITY CARE FELLOWSHIP""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $116.32 (20250430) RJ Young Company LLC,INV7478983 - 3/28/25 THU 4/27/25,53902028.502701.0.R.R240490.30216.053.0.0.0,53902028.502701.0.R.R240490.30216.053.0.0.0,11724999,Invoice,INV7478983,11724999,$116.32,INV7478983,RJ Young Company LLC,53902028,30216,4/30/2025,4/30/2025,$0.00,$116.32,R,4% Resolution,R240490,Invoice Batch,KOFAX-30APR2025130450,4/30/2025,1,4777,"""RJ Young Company LLC""",RJ Young Company LLC,INV7478983,4/25/2025,5/23/2025,53902028,Printing/Binding,Printing/Binding,Purchase Invoices,,,"""RJ Young Company LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $1050 (20250429) HILLSIDE CROSSING LLC,INV#INV000089 OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11723725,Invoice,INV000089,11723725,$1050.00,INV000089,HILLSIDE CROSSING LLC,53902028,30216,4/29/2025,4/29/2025,$0.00,$1050.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-29APR2025180401,4/29/2025,1,1021245,"""HILLSIDE CROSSING LLC""",HILLSIDE CROSSING LLC,INV000089,4/28/2025,5/7/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""HILLSIDE CROSSING LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $1050 (20250429) HILLSIDE CROSSING LLC,INV#INV000092 OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11723724,Invoice,INV000092,11723724,$1050.00,INV000092,HILLSIDE CROSSING LLC,53902028,30216,4/29/2025,4/29/2025,$0.00,$1050.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-29APR2025180401,4/29/2025,1,1021245,"""HILLSIDE CROSSING LLC""",HILLSIDE CROSSING LLC,INV000092,4/28/2025,5/7/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""HILLSIDE CROSSING LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $1050 (20250429) HILLSIDE CROSSING LLC,INV#INV000094 OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11723723,Invoice,INV000094,11723723,$1050.00,INV000094,HILLSIDE CROSSING LLC,53902028,30216,4/29/2025,4/29/2025,$0.00,$1050.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-29APR2025180401,4/29/2025,1,1021245,"""HILLSIDE CROSSING LLC""",HILLSIDE CROSSING LLC,INV000094,4/28/2025,5/7/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""HILLSIDE CROSSING LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $1050 (20250429) HILLSIDE CROSSING LLC,INV#INV000088 OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11723726,Invoice,INV000088,11723726,$1050.00,INV000088,HILLSIDE CROSSING LLC,53902028,30216,4/29/2025,4/29/2025,$0.00,$1050.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-29APR2025180401,4/29/2025,1,1021245,"""HILLSIDE CROSSING LLC""",HILLSIDE CROSSING LLC,INV000088,4/28/2025,5/7/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""HILLSIDE CROSSING LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $1400 (20250508) THE AVE NASHVILLE LLC,INV#MH512025 MISTY HILL OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11735214,Invoice,MH512025,11735214,$1400.00,MH512025,THE AVE NASHVILLE LLC,53902028,30216,5/8/2025,5/8/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-08MAY2025170544,5/8/2025,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,MH512025,5/1/2025,5/14/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $-1400 (20250505) DEBORAH L HOLLIS,INV#MH512025 MISTY HILL OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11729071,Invoice,MH512025,11729071,-$1400.00,MH512025,DEBORAH L HOLLIS,53902028,30216,5/5/2025,5/5/2025,$1400.00,$0.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-05MAY2025100526,5/5/2025,2,1014805,"""DEBORAH L HOLLIS""",DEBORAH L HOLLIS,MH512025,5/1/2025,,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""DEBORAH L HOLLIS""",7/9/2025 9:10am,Purchase Invoices,SYLVIA.HOLLOWAY@NASHVILLE.GOV
Invoice: $1400 (20250505) DEBORAH L HOLLIS,INV#MH512025 MISTY HILL OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11729071,Invoice,MH512025,11729071,$1400.00,MH512025,DEBORAH L HOLLIS,53902028,30216,5/5/2025,5/5/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-05MAY2025100526,5/5/2025,1,1014805,"""DEBORAH L HOLLIS""",DEBORAH L HOLLIS,MH512025,5/1/2025,,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""DEBORAH L HOLLIS""",7/9/2025 9:10am,Purchase Invoices,SYLVIA.HOLLOWAY@NASHVILLE.GOV
Invoice: $1400 (20250505) DEBORAH L HOLLIS,INV#MH512025 MISTY HILL OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11729071,Invoice,MH512025,11729071,$1400.00,MH512025,DEBORAH L HOLLIS,53902028,30216,5/5/2025,5/5/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-05MAY2025100526,5/5/2025,2,1014805,"""DEBORAH L HOLLIS""",DEBORAH L HOLLIS,MH512025,5/1/2025,,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""DEBORAH L HOLLIS""",7/9/2025 9:10am,Purchase Invoices,SYLVIA.HOLLOWAY@NASHVILLE.GOV
Invoice: $1400 (20250505) THE AVE NASHVILLE LLC,INV#EG512025 EBONY GRAY OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11729072,Invoice,EG512025,11729072,$1400.00,EG512025,THE AVE NASHVILLE LLC,53902028,30216,5/5/2025,5/5/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-05MAY2025100526,5/5/2025,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,EG512025,5/1/2025,5/14/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $1400 (20250505) DEBORAH L HOLLIS,INV#PP512025 PERLA PERKINS OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11729069,Invoice,PP512025,11729069,$1400.00,PP512025,DEBORAH L HOLLIS,53902028,30216,5/5/2025,5/5/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-05MAY2025100526,5/5/2025,1,1014805,"""DEBORAH L HOLLIS""",DEBORAH L HOLLIS,PP512025,5/1/2025,,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""DEBORAH L HOLLIS""",7/9/2025 9:10am,Purchase Invoices,SYLVIA.HOLLOWAY@NASHVILLE.GOV
Invoice: $-1400 (20250505) DEBORAH L HOLLIS,INV#MH512025 MISTY HILL OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11729071,Invoice,MH512025,11729071,-$1400.00,MH512025,DEBORAH L HOLLIS,53902028,30216,5/5/2025,5/5/2025,$1400.00,$0.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-05MAY2025100526,5/5/2025,1,1014805,"""DEBORAH L HOLLIS""",DEBORAH L HOLLIS,MH512025,5/1/2025,,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""DEBORAH L HOLLIS""",7/9/2025 9:10am,Purchase Invoices,SYLVIA.HOLLOWAY@NASHVILLE.GOV
Invoice: $-1400 (20250505) DEBORAH L HOLLIS,INV#PP512025 PERLA PERKINS OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11729069,Invoice,PP512025,11729069,-$1400.00,PP512025,DEBORAH L HOLLIS,53902028,30216,5/5/2025,5/5/2025,$1400.00,$0.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-05MAY2025100526,5/5/2025,1,1014805,"""DEBORAH L HOLLIS""",DEBORAH L HOLLIS,PP512025,5/1/2025,,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""DEBORAH L HOLLIS""",7/9/2025 9:10am,Purchase Invoices,SYLVIA.HOLLOWAY@NASHVILLE.GOV
Invoice: $1400 (20250508) THE AVE NASHVILLE LLC,INV#PP512025 PERLA PERKINS OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11735215,Invoice,PP512025,11735215,$1400.00,PP512025,THE AVE NASHVILLE LLC,53902028,30216,5/8/2025,5/8/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-08MAY2025170544,5/8/2025,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,PP512025,5/1/2025,5/14/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $106062.5 (20250516) COMMUNITY CARE FELLOWSHIP,OHS 4/1/25-4/30/25,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11743810,Invoice,CCF5,11743810,$106062.50,CCF5,COMMUNITY CARE FELLOWSHIP,53902028,30216,5/16/2025,5/16/2025,$0.00,$106062.50,R,4% Resolution,R240490,Invoice Batch,KOFAX-16MAY2025160549,5/16/2025,1,1007670,"""COMMUNITY CARE FELLOWSHIP""",COMMUNITY CARE FELLOWSHIP,CCF5,5/2/2025,5/22/2025,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""COMMUNITY CARE FELLOWSHIP""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $105229.02 (20250513) Depaul USA,OHS 5/28/24-9/27/24,53902028.502229.0.R.R240490.30216.053.0.0.0,53902028.502229.0.R.R240490.30216.053.0.0.0,11738886,Invoice,STROBEL13,11738886,$105229.02,STROBEL13,Depaul USA,53902028,30216,5/13/2025,5/13/2025,$0.00,$105229.02,R,4% Resolution,R240490,Invoice Batch,KOFAX-13MAY2025110507,5/13/2025,1,1020406,"""Depaul USA""",Depaul USA,STROBEL13,5/10/2025,5/28/2025,53902028,Management Consultant,Management Consultant,Purchase Invoices,,,"""Depaul USA""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $540 (20250605) ESA MANAGEMENT LLC,INV 1555042548 OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11762988,Invoice,1555042548,11762988,$540.00,1555042548,ESA MANAGEMENT LLC,53902028,30216,6/5/2025,6/5/2025,$0.00,$540.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-05JUN2025170603,6/5/2025,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1555042548,5/20/2025,6/11/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $630 (20250605) ESA MANAGEMENT LLC,INV 1555038189 OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11762987,Invoice,1555038189,11762987,$630.00,1555038189,ESA MANAGEMENT LLC,53902028,30216,6/5/2025,6/5/2025,$0.00,$630.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-05JUN2025170603,6/5/2025,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1555038189,5/20/2025,6/11/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $630 (20250605) ESA MANAGEMENT LLC,INV 1555035706 OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11762989,Invoice,1555035706,11762989,$630.00,1555035706,ESA MANAGEMENT LLC,53902028,30216,6/5/2025,6/5/2025,$0.00,$630.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-05JUN2025170603,6/5/2025,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1555035706,5/20/2025,6/11/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $630 (20250605) ESA MANAGEMENT LLC,INV 1555041153 OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11762990,Invoice,1555041153,11762990,$630.00,1555041153,ESA MANAGEMENT LLC,53902028,30216,6/5/2025,6/5/2025,$0.00,$630.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-05JUN2025170603,6/5/2025,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1555041153,5/20/2025,6/11/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
"Invoice: $524.14 (20250528) ""Gordon Food Service, Inc.""",INV#916180418 OHS,53902028.503210.0.R.R240490.30216.053.0.0.0,53902028.503210.0.R.R240490.30216.053.0.0.0,11754075,Invoice,916180418,11754075,$524.14,916180418,"Gordon Food Service, Inc.",53902028,30216,5/28/2025,5/28/2025,$0.00,$524.14,R,4% Resolution,R240490,Invoice Batch,KOFAX-28MAY2025180551,5/28/2025,1,12122,"""Gordon Food Service, Inc.""","""Gordon Food Service, Inc.""",916180418,5/22/2025,6/23/2025,53902028,Food & Ice,Food & Ice,Purchase Invoices,,,"""Gordon Food Service, Inc.""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
"Invoice: $105.57 (20250528) ""Hamilton, Justen T""",REIMBURSEMENT 5/23/25,53902028.503210.0.R.R240490.30216.053.0.0.0,53902028.503210.0.R.R240490.30216.053.0.0.0,11754074,Invoice,REIM052325,11754074,$105.57,REIM052325,"Hamilton, Justen T",53902028,30216,5/28/2025,5/28/2025,$0.00,$105.57,R,4% Resolution,R240490,Invoice Batch,KOFAX-28MAY2025180551,5/28/2025,1,1023350,"""Hamilton, Justen T""","""Hamilton, Justen T""",REIM052325,5/23/2025,6/6/2025,53902028,Food & Ice,Food & Ice,Purchase Invoices,,,"""Hamilton, Justen T""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $2100 (20250604) HILLSIDE CROSSING LLC,INV INV000107 OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11761719,Invoice,INV000107,11761719,$2100.00,INV000107,HILLSIDE CROSSING LLC,53902028,30216,6/4/2025,6/4/2025,$0.00,$2100.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-04JUN2025140633,6/4/2025,1,1021245,"""HILLSIDE CROSSING LLC""",HILLSIDE CROSSING LLC,INV000107,6/2/2025,6/10/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""HILLSIDE CROSSING LLC""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $14046.67 (20250605) 97 WALLACE STUDIOS,INV 15639 OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11762991,Invoice,15639,11762991,$14046.67,15639,97 WALLACE STUDIOS,53902028,30216,6/5/2025,6/5/2025,$0.00,$14046.67,R,4% Resolution,R240490,Invoice Batch,KOFAX-05JUN2025170603,6/5/2025,1,1018278,"""97 WALLACE STUDIOS""",97 WALLACE STUDIOS,15639,6/3/2025,6/11/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""97 WALLACE STUDIOS""",7/9/2025 9:10am,Purchase Invoices,JOSE.VILLEDA@NASHVILLE.GOV
Invoice: $101625 (20250618) COMMUNITY CARE FELLOWSHIP,MAY 2025 OHS,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11774959,Invoice,CCF6,11774959,$101625.00,CCF6,COMMUNITY CARE FELLOWSHIP,53902028,30216,6/18/2025,6/18/2025,$0.00,$101625.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-18JUN2025180617,6/18/2025,1,1007670,"""COMMUNITY CARE FELLOWSHIP""",COMMUNITY CARE FELLOWSHIP,CCF6,6/3/2025,6/27/2025,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""COMMUNITY CARE FELLOWSHIP""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1450 (20250620) THE AVE NASHVILLE LLC,INV EG612025  E GRAY,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11775602,Invoice,EG612025,11775602,$1450.00,EG612025,THE AVE NASHVILLE LLC,53902028,30216,6/20/2025,6/20/2025,$0.00,$1450.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-20JUN2025150621,6/20/2025,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,EG612025,6/6/2025,6/27/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1400 (20250620) THE AVE NASHVILLE LLC,INV EG612025  E GRAY,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11775602,Invoice,EG612025,11775602,$1400.00,EG612025,THE AVE NASHVILLE LLC,53902028,30216,6/20/2025,6/20/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-20JUN2025150621,6/20/2025,2,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,EG612025,6/6/2025,6/27/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $525 (20250620) THE AVE NASHVILLE LLC,INV EG612025  E GRAY,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11775602,Invoice,EG612025,11775602,$525.00,EG612025,THE AVE NASHVILLE LLC,53902028,30216,6/20/2025,6/20/2025,$0.00,$525.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-20JUN2025150621,6/20/2025,3,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,EG612025,6/6/2025,6/27/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $-1400 (20250620) THE AVE NASHVILLE LLC,INV EG612025  E GRAY,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11775602,Invoice,EG612025,11775602,-$1400.00,EG612025,THE AVE NASHVILLE LLC,53902028,30216,6/20/2025,6/20/2025,$1400.00,$0.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-20JUN2025150621,6/20/2025,2,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,EG612025,6/6/2025,6/27/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $-1450 (20250620) THE AVE NASHVILLE LLC,INV EG612025  E GRAY,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11775602,Invoice,EG612025,11775602,-$1450.00,EG612025,THE AVE NASHVILLE LLC,53902028,30216,6/20/2025,6/20/2025,$1450.00,$0.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-20JUN2025150621,6/20/2025,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,EG612025,6/6/2025,6/27/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1450 (20250623) THE AVE NASHVILLE LLC,INV PP612025  P PERKINS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11775691,Invoice,PP612025,11775691,$1450.00,PP612025,THE AVE NASHVILLE LLC,53902028,30216,6/23/2025,6/23/2025,$0.00,$1450.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-23JUN2025070646,6/23/2025,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,PP612025,6/6/2025,6/27/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1400 (20250623) THE AVE NASHVILLE LLC,INV PP612025  P PERKINS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11775691,Invoice,PP612025,11775691,$1400.00,PP612025,THE AVE NASHVILLE LLC,53902028,30216,6/23/2025,6/23/2025,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-23JUN2025070646,6/23/2025,2,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,PP612025,6/6/2025,6/27/2025,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
